ID_EVENTO,ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,AREA,RDT_AJUSTADO,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Antes_Siem,ContEnfQui_Siem_Eme,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Antes_Siem,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Antes_Siem,FerOrg_Siem_Emer,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,PH_RASTA,PEDREG_PERFIL_ROCAS,CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm._RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,PROFUND_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL__SUELO_RASTA,prof_efectiva,d.interno,drenaje_externo,porc_A,porc_Ar,porc_ArA,porc_ArL,porc_FrL,porc_L,porc_F,porc_ArF,porc_FAr,porc_FA,porc_AF,porc_BLANDO,porc_DURO,porc_EXT_DURO,porc_FRIABLE,porc_FIRME,porc_EXT_FIRME,porc_PLASTICO,porc_MUY_PLASTICO
2082,1902,Manual,NO,PAC 105,Algodón,NO,Manual,NO,2.3,3234.232558,4.0,55.0,65.0,75000,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6,0,0.0,0.0,30.0,0,0.0,30.0,0,0.0,30.0,0,0,0,0,0,2,1.7,PLANO O LLANO,PLANO,3.0,6.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,SI,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,30.0,MUY AFECTADAS,SI,NO,SI,SI,REGULAR,30.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,81.67,0.0,0.0,0.0,0.0,18.33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2083,1908,Manual,NO,Otro,Maiz,SI,Manual,SI,1.0,4709.302326,4.0,48.0,77.0,73000,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,23.0,0,0.0,0.0,0,0.0,30.0,0,0,0,0,0,2,5.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,34.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2084,1903,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,7.8,3261.627907,5.0,51.0,88.0,55000,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0.0,0.0,161.0,0,0.0,0.0,0,45.0,0.0,0,0,0,0,1,2,1.8,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,30.0,MUY AFECTADAS,SI,NO,SI,SI,REGULAR,60.0,BUENO,NINGUNO,0.0,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0
2086,1909,Manual,NO,Otro,Algodón,SI,Manual,NO,1.0,5372.093023,5.0,47.0,70.0,73000,18,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0.0,0.0,126.5,0,0.0,0.0,0,0.0,30.0,0,0,0,0,0,3,5.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,35.0,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33,36.67,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2088,1910,Manual,NO,Otro,Algodón,SI,Manual,SI,1.0,4576.744186,5.0,46.0,74.0,73000,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0.0,0.0,57.5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,4.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,34.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.67,38.33,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2089,1831,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,6.0,1995.348837,4.0,57.0,64.0,85700,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,60.0,0,0,0,0,0,4,0.7,PLANO O LLANO,PLANO,2.0,6.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40.0,POCO AFECTADAS,SI,NO,SI,SI,MUY BUENO,56.0,BUENO,NINGUNO,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,71.43,0.0
2090,1911,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,29.0,4988.372093,5.0,47.0,77.0,75000,17,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0.0,11.25,28.0,0,11.25,0.0,0,11.25,30.0,0,0,0,0,1,3,4.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,18.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0
2091,1912,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,3.5,5244.186047,5.0,46.0,74.0,71000,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,3.0,6.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,32.0,PLANTAS NORMALES,SI,NO,SI,SI,ESPACIADO,42.0,LENTO A MUY LENTO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2092,1913,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Manual,NO,7.0,4476.744186,5.0,78.0,48.0,75000,17,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0.0,11.25,28.0,0,11.25,0.0,0,11.25,30.0,0,0,0,0,1,3,4.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,21.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0
2098,1940,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2.3,2511.627907,4.0,19.0,108.0,60000,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,2.0,PLANO O LLANO,PLANO,2.0,5.0,SIN ROCAS,SI,5.0,55.0,SI,20.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,10.0,MUY AFECTADAS,NO,NO,NO,SI,BUENO,10.0,LENTO A MUY LENTO,NINGUNO,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0
2099,1939,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2.0,1130.232558,4.0,48.0,78.0,60000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,25.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,25.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,70.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,1938,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,6.0,2883.72093,4.0,49.0,74.0,55000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2.0,5.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,SI,SI,32.0,POCO AFECTADAS,NO,NO,SI,SI,BUENO,32.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,1937,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,1.0,2232.55814,4.0,48.0,82.0,55000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,38.0,MUY AFECTADAS,SI,NO,SI,NO,ESPACIADO,60.0,BUENO,NINGUNO,0.0,38.33,0.0,0.0,0.0,0.0,0.0,0.0,61.67,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,1936,Mecanizado,SI,DK7088,Algodón,SI,Mecanizada,NO,15.1,3013.953488,4.0,80.0,46.0,62000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,SI,22.0,38.0,SI,23.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,22.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,22.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,63.33,0.0,36.67,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,1935,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,2.0,4744.186047,4.0,47.0,77.0,55000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,80.5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,3,1.0,PLANO O LLANO,PLANO,2.0,7.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,36.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,36.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,31.67,0.0,68.33,0.0,0.0,68.33,31.67,0.0,0.0,0.0,0.0,0.0,0.0
2104,1934,Manual,SI,PAC 105,Algodón,NO,Manual,NO,1.0,1674.418605,4.0,47.0,84.0,55000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,SI,12.0,13.0,SI,35.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,38.0,MUY AFECTADAS,NO,NO,NO,NO,MUY BUENO,38.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,48.33,0.0,51.67,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,1932,Manual,NO,Otro,Maiz,NO,Manual,NO,1.0,1601.162791,3.0,48.0,81.0,60000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,25.0,POCO AFECTADAS,NO,NO,SI,SI,REGULAR,25.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,68.33,0.0,31.67,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,1946,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,11.0,6511.627907,5.0,48.0,76.0,74000,16,0,0,0,1,0,0,0,0,0,2,1,0,0,1,9,2,0.0,9.0,92.0,0,23.0,0.0,0,30.0,30.0,0,0,0,0,2,3,4.0,PLANO O LLANO,PLANO,2.0,5.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,23.0,PLANTAS NORMALES,SI,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,56.67,43.33,0.0,0.0,0.0,0.0,0.0,0.0
2109,1933,Mecanizado,SI,DK 234,Algodón,SI,Mecanizada,NO,26.0,3069.767442,4.0,49.0,78.0,60000,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,30.0,0,0,0,0,0,3,1.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,31.0,POCO AFECTADAS,NO,NO,NO,NO,REGULAR,60.0,BUENO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,31.67,0.0,0.0,68.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,1947,Mecanizado,SI,Otro,Algodón,SI,Manual,NO,5.0,4534.883721,5.0,47.0,80.0,72000,17,0,0,1,0,0,0,0,0,0,2,3,0,0,1,3,0,0.0,11.25,28.0,0,11.25,0.0,0,11.25,30.0,0,0,0,0,1,3,4.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,23.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,51.67,48.33,0.0,0.0,0.0
2111,1948,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,5.0,5695.348837,5.0,48.0,74.0,73000,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,9.0,131.1,0,23.0,0.0,0,75.0,0.0,0,0,0,0,2,2,4.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,17.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.67,63.33,0.0,0.0,0.0,0.0,63.33,36.67,0.0,0.0,0.0
2113,1950,Mecanizado,SI,DK 234,Algodón,SI,Manual,SI,2.2,4709.302326,20.0,36.0,77.0,73000,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,60.0,0,0,0,0,0,4,4.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,41.0,PLANTAS NORMALES,SI,NO,SI,SI,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,1952,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,SI,1.3,4897.674419,5.0,45.0,80.0,72000,16,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60.0,0,0,0,0,0,2,5.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,39.0,PLANTAS NORMALES,SI,NO,SI,SI,ESPACIADO,59.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,1953,Mecanizado,NO,DK 234,Algodón,SI,Manual,SI,3.0,4897.674419,5.0,48.0,76.0,72000,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,90.0,0,0,0,0,0,4,4.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40.0,PLANTAS NORMALES,SI,NO,SI,SI,REGULAR,59.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,1954,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,14.0,6009.069767,5.0,47.0,79.0,72000,17,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0.0,9.0,115.0,0,23.0,0.0,0,30.0,30.0,0,0,0,0,2,3,4.0,PLANO O LLANO,PLANO,2.0,5.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,20.0,PLANTAS NORMALES,SI,NO,SI,NO,ESPACIADO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,1955,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,6.0,5368.604651,5.0,42.0,81.0,73000,16,0,0,1,0,0,0,0,0,0,2,1,0,0,1,4,0,0.0,9.0,115.0,0,23.0,0.0,0,30.0,30.0,0,0,0,0,2,3,3.0,PLANO O LLANO,PLANO,3.0,5.0,SIN ROCAS,SI,11.0,20.0,SI,11.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,12.0,PLANTAS NORMALES,SI,NO,NO,NO,REGULAR,12.0,LENTO A MUY LENTO,LENTO,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,1929,Manual,NO,DK 234 YGRR,Frijol,SI,Manual,NO,1.0,3255.813953,5.0,56.0,57.0,62000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,138.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,2.0,PLANO O LLANO,PLANO,3.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,SI,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40.0,PLANTAS NORMALES,SI,NO,SI,SI,MUY BUENO,40.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,48.33,51.67,0.0,0.0,0.0
2128,1927,Manual,NO,PIONEER 30F35,Frijol,SI,Manual,NO,1.0,2354.651163,5.0,54.0,63.0,62000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,60.0,0,0,0,0,0,4,1.3,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,47.0,POCO AFECTADAS,SI,NO,SI,SI,MUY BUENO,47.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,41.67,0.0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.0,58.33,41.67,0.0,0.0,0.0
2129,1926,Mecanizado,NO,Otro,Frijol,SI,Mecanizada,SI,9.0,2790.697674,5.0,46.0,100.0,55000,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,57.5,0,0.0,0.0,0,0.0,15.0,0,0,0,0,0,4,3.3,PLANO O LLANO,PLANO,3.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60.0,PLANTAS NORMALES,SI,NO,SI,SI,MUY BUENO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,28.33,35.0,0.0,0.0,36.67,0.0,0.0,0.0,0.0,0.0,28.33,36.67,0.0,35.0,0.0
2130,1925,Mecanizado,NO,P4082 (Pioneer),Pastos,SI,Mecanizada,NO,10.5,4595.348837,3.0,51.0,64.0,75000,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,45.0,0.0,0,0,0,0,1,2,3.5,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,43.0,MUY AFECTADAS,SI,NO,SI,SI,MUY BUENO,60.0,BUENO,LENTO,0.0,0.0,0.0,0.0,63.33,0.0,0.0,0.0,36.67,0.0,0.0,0.0,0.0,0.0,63.33,36.67,0.0,0.0,0.0
2132,1923,Mecanizado,NO,DK 234,Algodón,SI,Manual,NO,9.0,2679.069767,5.0,53.0,64.0,55000,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,80.5,0,0.0,0.0,0,0.0,30.0,0,0,0,0,0,3,2.0,PLANO O LLANO,PLANO,3.0,4.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,42.0,MUY AFECTADAS,SI,NO,SI,SI,BUENO,60.0,BUENO,NINGUNO,0.0,0.0,0.0,20.0,33.33,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,20.0,0.0,46.67,0.0
2134,1921,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,2.0,4186.046512,5.0,46.0,68.0,65000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,60.0,0,0,0,0,0,5,2.3,PLANO O LLANO,PLANO,2.0,6.5,SIN ROCAS,SI,1.0,5.0,NO,,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,28.0,MUY AFECTADAS,SI,NO,SI,NO,MUY BUENO,28.0,BUENO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,31.15,0.0,68.85,0.0,0.0,0.0,0.0,0.0,68.85,0.0,0.0,0.0,31.15
2135,1920,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Mecanizada,NO,42.0,6865.116279,8.0,46.0,83.0,75000,11,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0.0,3.0,92.0,0,6.0,0.0,0,3.0,0.0,0,0,0,0,1,2,3.1,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,44.0,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO,50.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
