ID_EVENTO,ID_PROD,FECHA_CONTROL,TIPO_OBJETIVO,TIPO_CONTROL,MOLECULA_ACTIVA
2186,2036,6/2/2015,Plagas,Químico,EMAMECTINA
2186,2036,6/10/2015,Plagas,Químico,EMAMECTINA
2186,2036,6/12/2015,Malezas,Químico,MESOTRIONA
2187,2076,3/15/2015,Plagas,Químico,METOMIL
2187,2076,3/15/2015,Malezas,Químico,Pendimentalina
2187,2076,3/15/2015,Malezas,Químico,Glifosato
2187,2076,3/15/2015,Malezas,Químico,Atrazina
2187,2076,4/25/2015,Plagas,Químico,TIAMETOXAN
2188,2028,6/8/2015,Plagas,Químico,SPINETORAM
2188,2028,6/17/2015,Plagas,Químico,Cipermetrina
2188,2028,6/22/2015,Malezas,Químico,Glufosinato de amonio
2188,2028,8/30/2015,Enfermedades,Químico,Benomil
2189,2013,3/20/2015,Plagas,Químico,FIPRONIL
2189,2013,3/30/2015,Plagas,Químico,BENZOMECTRINA
2189,2013,4/15/2015,Plagas,Químico,Cipermetrina
2189,2013,3/20/2015,Malezas,Químico,Glifosato
2189,2013,3/20/2015,Malezas,Químico,Pendimentalina
2192,2015,3/16/2015,Plagas,Químico,CARBOFURAN
2192,2015,3/28/2015,Plagas,Químico,Cipermetrina
2192,2015,3/16/2015,Malezas,Químico,Glifosato
2192,2015,3/16/2015,Malezas,Químico,Atrazina
2192,2015,3/16/2015,Malezas,Químico,Pendimentalina
2204,2123,3/22/2015,Plagas,Químico,Lorsban 4E
2204,2123,4/15/2015,Plagas,Químico,BENZOMECTINAS
2204,2123,3/22/2015,Malezas,Químico,Pendimentalina
2204,2123,3/22/2015,Malezas,Químico,Glifosato
2204,2123,3/22/2015,Malezas,Químico,Atrazina
2205,2059,6/15/2015,Malezas,Químico,Glifosato
2206,2058,7/14/2015,Plagas,Químico,amamectina 
2206,2058,5/17/2015,Malezas,Químico,Glifosato
2206,2058,7/24/2015,Malezas,Químico,paraquat y glifosato
2207,2124,5/30/2015,Malezas,Químico,Glifosato
2207,2124,6/28/2015,Malezas,Químico,Glufosinato de amonio
2208,2057,6/2/2015,Plagas,Químico,emamectina
2208,2057,6/10/2015,Plagas,Químico,emamectina
2208,2057,6/25/2015,Plagas,Químico,clorpirifos
2208,2057,5/22/2015,Malezas,Químico,Glifosato
2208,2057,6/14/2015,Malezas,Químico,Glufosinato de amonio
2210,2073,3/10/2015,Plagas,Químico,CARBOFURAN
2210,2073,3/30/2015,Plagas,Químico,Cipermetrina
2210,2073,4/20/2015,Plagas,Químico,BENZOMECTINA
2211,2125,5/20/2015,Malezas,Químico,Glifosato
2211,2125,5/20/2015,Malezas,Químico,2.4-D
2212,2056,6/13/2015,Malezas,Químico,2.4 D+picloran  y glifosato
2212,2056,6/29/2015,Malezas,Químico,2.4 D+ picloram  y glifosato
2212,2056,7/4/2015,Enfermedades,Químico,Carbendazim
2213,2073,3/20/2015,Plagas,Químico,CARBOFURAN
2213,2073,4/6/2015,Plagas,Químico,CIPERMETRINA
2213,2073,4/15/2015,Plagas,Químico,EMAMECTINA
2213,2073,3/20/2015,Malezas,Químico,Glifosato
2213,2073,3/20/2015,Malezas,Químico,Pendimentalina
2214,2045,5/26/2015,Plagas,Químico,Cipermetrina
2214,2045,5/31/2015,Plagas,Químico,Lorsban 4E
2214,2045,6/6/2015,Plagas,Químico,Lorsban 4E
2214,2045,6/21/2015,Plagas,Químico,Lorsban 4E
2214,2045,7/20/2015,Plagas,Químico,Lorsban 4E
2214,2045,6/20/2015,Malezas,Químico,Atrazina
2216,2055,7/3/2015,Malezas,Químico,Glifosato
2216,2055,6/28/2015,Enfermedades,Químico,Carbendazim
2217,2127,3/21/2015,Plagas,Químico,Cipermetrina
2217,2127,4/12/2015,Plagas,Químico,Cipermetrina
2217,2127,3/21/2015,Malezas,Químico,Glifosato
2217,2127,3/21/2015,Malezas,Químico,Pendimentalina
2217,2127,3/21/2015,Malezas,Químico,Atrazina
2218,2054,6/13/2015,Plagas,Químico,Cipermetrina
2218,2054,6/23/2015,Plagas,Químico,Cipermetrina
2218,2054,5/21/2015,Malezas,Químico,glifosato y amina
2218,2054,6/23/2015,Enfermedades,Químico,Benomil
2219,2021,3/16/2015,Plagas,Químico,FIPRONIL
2219,2021,4/5/2015,Plagas,Químico,BEMZOMECTINA
2219,2021,3/16/2015,Malezas,Químico,Glifosato
2219,2021,3/16/2015,Malezas,Químico,Pendimentalina
2219,2021,3/16/2015,Malezas,Químico,Atrazina
2220,2053,6/20/2015,Plagas,Químico,emamectina
2220,2053,7/5/2015,Plagas,Químico,emamectina
2220,2053,6/10/2015,Malezas,Químico,amina y glifosato
2220,2053,7/15/2015,Malezas,Químico,Glufosinato de amonio
2222,2051,6/10/2015,Plagas,Químico,Cipermetrina
2222,2051,6/25/2015,Plagas,Químico,emamectina
2222,2051,7/10/2015,Plagas,Químico,emamectina
2222,2051,5/21/2015,Malezas,Químico,Trifluralina
2224,2050,6/22/2015,Plagas,Químico,spinetoram
2224,2050,7/2/2015,Plagas,Químico,Triflumuron
2224,2050,6/2/2015,Malezas,Químico,glifosato  y amina
2225,2049,6/19/2015,Plagas,Químico,spinetoram
2225,2049,6/29/2015,Plagas,Químico,Triflumuron
2225,2049,5/31/2015,Malezas,Químico,"picloram , glifosato y amina"
2226,2128,3/17/2015,Plagas,Químico,FIPRONIL
2226,2128,4/7/2015,Plagas,Químico,BENZOMECTINA
2226,2128,3/17/2015,Malezas,Químico,Glifosato
2226,2128,3/17/2015,Malezas,Químico,Pendimentalina
2226,2128,3/17/2015,Malezas,Químico,Atrazina
2227,2048,6/18/2015,Plagas,Químico,teflubenzurom
2227,2048,7/8/2015,Plagas,Químico,teflubenzuron
2227,2048,5/23/2015,Malezas,Químico,amina y paraquat
2227,2048,7/10/2015,Malezas,Químico,Paraquat
2228,2047,6/24/2015,Plagas,Químico,spinoteram
2228,2047,7/9/2015,Plagas,Químico,Cipermetrina
2228,2047,5/19/2015,Malezas,Químico,Glifosato
2228,2047,6/11/2015,Malezas,Químico,Glifosato
2229,2047,6/16/2015,Plagas,Químico,emamectina
2229,2047,6/20/2015,Plagas,Químico,emamectina
2229,2047,6/25/2015,Plagas,Químico,emamectina
2229,2047,5/20/2015,Malezas,Químico,Glifosato
2229,2047,6/18/2015,Malezas,Químico,Glufosinato de amonio
2230,2046,6/7/2015,Plagas,Químico,clorfluazuron y clorpirifos
2230,2046,6/14/2015,Plagas,Químico,spinetoram
2230,2046,6/19/2015,Plagas,Químico,spinetoram
2230,2046,7/4/2015,Plagas,Químico,spinetoram y clorpirifos
2230,2046,5/16/2015,Malezas,Químico,glifosato y picloram
2230,2046,6/4/2015,Enfermedades,Químico,Carbendazim
2230,2046,6/19/2015,Enfermedades,Químico,azoxystrobin + tebuconazole
2232,2130,3/24/2015,Plagas,Químico,Cipermetrina
2232,2130,4/15/2015,Plagas,Químico,BENZOMECTINA
2232,2130,3/24/2015,Malezas,Químico,Glifosato
2232,2130,3/24/2015,Malezas,Químico,Pendimentalina
2232,2130,3/24/2015,Malezas,Químico,Atrazina
2233,2144,6/9/2015,Plagas,Químico,Cipermetrina
2233,2144,6/17/2015,Plagas,Químico,Cipermetrina
2233,2144,6/17/2015,Plagas,Químico,Spinetoram
2233,2144,7/2/2015,Plagas,Químico,Cipermetrina
2233,2144,7/2/2015,Plagas,Químico,Spinetoram
2233,2144,5/23/2015,Malezas,Químico,Glifosato
2233,2144,5/23/2015,Malezas,Químico,2.4-D
2234,1920,5/21/2015,Plagas,Químico,Cipermetrina
2234,1920,5/21/2015,Malezas,Químico,Glifosato
2234,1920,5/21/2015,Malezas,Químico,2.4-D
2234,1920,6/17/2015,Malezas,Químico,Glifosato
2235,2145,5/30/2015,Plagas,Químico,Cipermetrina
2235,2145,6/26/2015,Plagas,Químico,Clorpirifos
2235,2145,5/15/2015,Malezas,Químico,Glifosato
2235,2145,5/15/2015,Malezas,Químico,2.4-D
2236,2146,6/8/2015,Plagas,Químico,Teflubenzuron
2236,2146,5/20/2015,Malezas,Químico,Glifosato
2236,2146,7/6/2015,Malezas,Químico,Glifosato
2236,2146,6/11/2015,Enfermedades,Químico,Benomil
2236,2146,6/19/2015,Enfermedades,Químico,Benomil
2236,2146,7/3/2015,Enfermedades,Químico,Benomil
2237,2147,6/2/2015,Plagas,Químico,Cipermetrina
2237,2147,6/9/2015,Plagas,Químico,Cipermetrina
2237,2147,6/15/2015,Plagas,Químico,Spinetoram
2237,2147,6/22/2015,Plagas,Químico,Spinetoram
2237,2147,6/30/2015,Plagas,Químico,Spinetoram
2237,2147,7/5/2015,Plagas,Químico,Spinetoram
2237,2147,5/20/2015,Malezas,Químico,Glifosato
2237,2147,7/6/2015,Malezas,Químico,Glufosinato de amonio
2238,2148,6/3/2015,Plagas,Químico,Cipermetrina
2238,2148,6/13/2015,Plagas,Químico,Cipermetrina
2238,2148,6/21/2015,Plagas,Químico,Cipermetrina
2238,2148,6/21/2015,Plagas,Químico,Lufenuron
2238,2148,6/29/2015,Plagas,Químico,Lufenuron
2238,2148,6/29/2015,Plagas,Químico,Cipermetrina
2238,2148,6/14/2015,Malezas,Químico,Atrazina
2239,2076,3/20/2015,Plagas,Químico,FIPRONIL
2239,2076,4/10/2015,Plagas,Químico,TIAMETOXAN
2239,2076,3/20/2015,Malezas,Químico,Glifosato
2239,2076,3/20/2015,Malezas,Químico,Pendimentalina
2239,2076,3/20/2015,Malezas,Químico,Atrazina
2240,2076,4/10/2015,Plagas,Químico,EMAMECTINA
2240,2076,4/25/2015,Plagas,Químico,PENDIMETALINA 
2240,2076,3/22/2015,Malezas,Químico,Glifosato
2240,2076,3/22/2015,Malezas,Químico,Atrazina
2240,2076,3/22/2015,Malezas,Químico,PENDIMETALINA 
2241,2143,6/6/2015,Plagas,Químico,teflubenzuron
2241,2143,6/12/2015,Plagas,Químico,emamectina
2241,2143,7/1/2015,Plagas,Químico,spinetoram
2241,2143,7/13/2015,Plagas,Químico,emamectina
2241,2143,5/24/2015,Malezas,Químico,glifosato y 2.4D + picloram
2241,2143,6/17/2015,Malezas,Químico,Atrazina
2242,2143,6/7/2015,Malezas,Químico,glifosato y 2.4 D + picloram
2242,2143,6/20/2015,Malezas,Químico,Glufosinato de amonio
2243,2131,6/14/2015,Plagas,Químico,emamectina
2243,2131,6/21/2015,Plagas,Químico,emamectina
2243,2131,7/5/2015,Plagas,Químico,emamectina
2243,2131,6/30/2015,Malezas,Químico,Glufosinato de amonio
2244,2131,6/19/2015,Plagas,Químico,emamectina
2244,2131,6/29/2015,Plagas,Químico,emamectina
2244,2131,7/9/2015,Plagas,Químico,emamectina
2244,2131,7/2/2015,Malezas,Químico,Glufosinato de amonio
2245,2149,5/8/2015,Plagas,Químico,ACETAMILPRID
2245,2149,5/18/2015,Plagas,Químico,DIMILIN
2245,2149,5/18/2015,Plagas,Químico,ACTARA
2245,2149,6/5/2015,Plagas,Químico,DIMILIN
2245,2149,5/18/2015,Malezas,Químico,Glufosinato de amonio
2245,2149,6/28/2015,Malezas,Químico,Glufosinato de amonio
2246,2150,6/10/2015,Plagas,Químico,EMAMECTINA BENZOATO
2246,2150,5/18/2015,Malezas,Químico,Glufosinato de amonio
2246,2150,6/20/2015,Malezas,Químico,Glufosinato de amonio
2247,2151,5/4/2015,Plagas,Químico,CLORPIRIFOS
2247,2151,5/19/2015,Plagas,Químico,METOX
2247,2151,5/30/2015,Plagas,Químico,METOX
2247,2151,6/10/2015,Plagas,Químico,SPINETORAN
2247,2151,5/4/2015,Malezas,Químico,Glifosato
2247,2151,5/19/2015,Malezas,Químico,Glifosato
2248,2151,5/14/2015,Plagas,Químico,CLORPIRIFOS
2248,2151,5/20/2015,Plagas,Químico,CLORPIRIFOS
2248,2151,5/29/2015,Plagas,Químico,METOX
2248,2151,6/15/2015,Plagas,Químico,SPINETORAN
2248,2151,5/20/2015,Malezas,Químico,Glifosato
2248,2151,6/5/2015,Malezas,Químico,Glifosato
2251,2154,4/19/2015,Plagas,Químico,EMAMECTINA
2251,2154,4/30/2015,Plagas,Químico,CLORPIRIFOS
2251,2154,5/15/2015,Plagas,Químico,SPINETORAM
2251,2154,4/8/2015,Malezas,Químico,Atrazina
2251,2154,4/8/2015,Malezas,Químico,Pendimentalina
2251,2154,5/9/2015,Malezas,Químico,Glufosinato de amonio
2252,2154,4/4/2015,Plagas,Químico,EMAMECTINA
2252,2154,4/8/2015,Malezas,Químico,Pendimentalina
2252,2154,4/8/2015,Malezas,Químico,Atrazina
2252,2154,4/18/2015,Malezas,Químico,Glufosinato de amonio
2252,2154,4/29/2015,Plagas,Químico,CLORPIRIFOS
2252,2154,5/10/2015,Plagas,Químico,  SPINETORAM
2253,2155,4/28/2015,Plagas,Químico,EMAMECTINA BENZOATO
2253,2155,5/10/2015,Plagas,Químico,EMAMECTINA BENZOATO
2253,2155,5/25/2015,Plagas,Químico,EMAMECTINA BENZOATO
2253,2155,5/8/2015,Malezas,Químico,Glufosinato de amonio
2253,2155,6/18/2015,Malezas,Químico,Glufosinato de amonio
2254,2156,4/10/2015,Plagas,Químico,ACETAMETRID
2254,2156,4/20/2015,Plagas,Químico,DIFLUOBENZAMIDA
2254,2156,4/26/2015,Malezas,Químico,Glifosato
2254,2156,5/30/2015,Malezas,Químico,Glifosato
2255,2157,4/1/2015,Plagas,Químico,EMAMECTINA
2255,2157,4/10/2015,Plagas,Químico,SPINETORAM
2255,2157,4/25/2015,Plagas,Químico,TIAMETOXAN
2255,2157,4/11/2015,Malezas,Químico,Glifosato
2255,2157,5/21/2015,Malezas,Químico,Glifosato
2256,1065,5/6/2015,Plagas,Químico,METOMIL
2256,1065,5/6/2015,Plagas,Químico,SPINETORAM
2256,1065,4/6/2015,Malezas,Químico,Pendimentalina
2256,1065,4/6/2015,Malezas,Químico,Atrazina
2256,1065,4/6/2015,Malezas,Químico,Glifosato
2256,1065,5/27/2015,Enfermedades,Químico,TRIFLOXYSTROBIN + TEBUCONAZOLE
2256,1065,5/27/2015,Enfermedades,Químico,Mancozeb
2256,1065,6/12/2015,Enfermedades,Químico,Flutriafol
2257,1726,4/18/2015,Plagas,Químico,Lorsban 4E
2257,1726,4/28/2015,Plagas,Químico,EMAMECTINA
2257,1726,5/15/2015,Plagas,Químico,METOMIL
2257,1726,3/30/2015,Malezas,Químico,Atrazina
2257,1726,3/30/2015,Malezas,Químico,Pendimentalina
2257,1726,5/15/2015,Enfermedades,Químico,Flutriafol
2257,1726,5/15/2015,Enfermedades,Químico,Carbendazim
2257,1726,5/30/2015,Enfermedades,Químico,Propiconazol
2257,1726,5/30/2015,Enfermedades,Químico,AZOZISTRUBIN
2258,1723,2/17/2015,Plagas,Químico,Cipermetrina
2258,1723,4/3/2015,Plagas,Químico,IMIDACLOPRID
2258,1723,2/17/2015,Malezas,Químico,Atrazina
2258,1723,2/17/2015,Malezas,Químico,Glifosato
2258,1723,4/3/2015,Enfermedades,Químico,Tebuconazole
2258,1723,4/3/2015,Enfermedades,Químico,Mancozeb
2258,1723,4/18/2015,Enfermedades,Químico,Difenoconazole
2258,1723,4/18/2015,Enfermedades,Químico,Mancozeb
2259,1864,4/1/2015,Plagas,Químico,EMAMECTINA BENZOATO
2259,1864,4/26/2015,Plagas,Químico,EMAMECTINA BENZOATO
2259,1864,3/14/2015,Malezas,Químico,Glifosato
2259,1864,4/30/2015,Malezas,Químico,Glifosato
2260,1864,3/25/2015,Plagas,Químico,EMAMECTINA BENZOATO
2260,1864,4/15/2015,Plagas,Químico,EMAMECTINA BENZOATO
2260,1864,3/12/2015,Malezas,Químico,GRAMINEAS
2260,1864,4/13/2015,Malezas,Químico,GRAMINEAS
2264,1855,5/24/2015,Plagas,Químico,AMECTIN BENZOATO
2264,1855,6/4/2015,Plagas,Químico,EMAMECTINA
2264,1855,5/28/2015,Malezas,Químico,Glifosato
2264,1855,5/28/2015,Malezas,Químico,Atrazina
2264,1855,7/10/2015,Malezas,Químico,Glifosato
2266,1855,3/29/2015,Plagas,Químico,EMAMECTINA BENZOATO
2266,1855,4/30/2015,Plagas,Químico,EMAMECTINA BENZOATO
2266,1855,3/27/2015,Malezas,Químico,Glifosato
2266,1855,3/27/2015,Malezas,Químico,Atrazina
2266,1855,4/27/2015,Malezas,Químico,Glifosato
2267,2143,6/7/2015,Plagas,Químico,emamectina
2267,2143,6/14/2015,Plagas,Químico,spinetoram
2267,2143,7/4/2015,Plagas,Químico,emamectina
2267,2143,7/4/2015,Plagas,Químico,Cipermetrina
2267,2143,5/31/2015,Malezas,Químico,glifosato y 2.4D + picloram
2267,2143,6/19/2015,Malezas,Químico,Atrazina
2268,1724,4/21/2015,Plagas,Químico,Cipermetrina
2268,1724,4/27/2015,Plagas,Químico,BENZOATO EMAMECTINA
2268,1724,4/27/2015,Plagas,Químico,INHIBIDOR DE QUITINA
2268,1724,5/9/2015,Plagas,Químico,FIPRONIL
2268,1724,6/3/2015,Plagas,Químico,Lorsban 4E
2268,1724,4/21/2015,Malezas,Químico,Atrazina
2268,1724,4/21/2015,Malezas,Químico,Glifosato
2268,1724,6/11/2015,Malezas,Químico,Glufosinato de amonio
2268,1724,5/20/2015,Enfermedades,Químico,Carbendazim
2268,1724,5/20/2015,Enfermedades,Químico,TEBUCONAZOLE +TRIFLOXYSTROBIN
2268,1724,6/3/2015,Enfermedades,Químico,Flutriafol
2268,1724,6/3/2015,Enfermedades,Químico,Mancozeb
2269,2142,6/16/2015,Plagas,Químico,Cipermetrina
2269,2142,6/24/2015,Plagas,Químico,emamectina
2269,2142,7/1/2015,Plagas,Químico,emamectina
2269,2142,7/8/2015,Plagas,Químico,triflumuron
2269,2142,6/16/2015,Malezas,Químico,amina
2269,2142,6/16/2015,Malezas,Químico,Atrazina
2269,2142,7/6/2015,Malezas,Químico,Paraquat
2269,2142,7/6/2015,Malezas,Químico,Atrazina
2270,2141,6/6/2015,Plagas,Químico,Cipermetrina
2270,2141,6/10/2015,Plagas,Químico,Cipermetrina
2270,2141,6/14/2015,Plagas,Químico,Cipermetrina
2270,2141,6/23/2015,Plagas,Químico,Cipermetrina
2270,2141,6/26/2015,Plagas,Químico,emamectina
2270,2141,7/1/2015,Plagas,Químico,emamectina
2270,2141,7/6/2015,Plagas,Químico,emamectina
2270,2141,7/11/2015,Plagas,Químico,emamectina
2270,2141,6/8/2015,Malezas,Químico,Atrazina
2270,2141,6/14/2015,Enfermedades,Químico,Benomil
2271,2140,5/30/2015,Plagas,Químico,spinetoram
2271,2140,6/3/2015,Plagas,Químico,spinetoram
2271,2140,6/7/2015,Plagas,Químico,emamectina
2271,2140,6/11/2015,Plagas,Químico,emamectina
2271,2140,6/15/2015,Plagas,Químico,triflumuron
2271,2140,6/19/2015,Plagas,Químico,triflumuron
2271,2140,6/23/2015,Plagas,Químico,triflumuron
2271,2140,7/6/2015,Plagas,Químico,triflumuron
2271,2140,6/6/2015,Malezas,Químico,Atrazina
2271,2140,6/26/2015,Enfermedades,Químico,Carbendazim
2271,2140,7/3/2015,Enfermedades,Químico,Carbendazim
2272,2139,6/5/2015,Plagas,Químico,emamectina
2272,2139,6/20/2015,Plagas,Químico,emamectina
2272,2139,7/8/2015,Plagas,Químico,emamectina
2272,2139,6/13/2015,Plagas,Químico,teflubenzuron
2272,2139,6/30/2015,Plagas,Químico,teflubenzuron
2272,2139,7/24/2015,Plagas,Químico,teflubenzuron
2272,2139,5/26/2015,Malezas,Químico,glifosato  y picloram
2272,2139,6/20/2015,Enfermedades,Químico,Carbendazim
2272,2139,6/30/2015,Enfermedades,Químico,Carbendazim
2273,2138,5/19/2015,Plagas,Químico,Cipermetrina
2273,2138,6/6/2015,Plagas,Químico,teflubenzuron  y clorpirifos
2273,2138,6/26/2015,Plagas,Químico,teflubenzuron y clorpirifos
2273,2138,7/26/2015,Plagas,Químico,emamectina
2273,2138,7/26/2015,Plagas,Químico,Lorsban 4E
2273,2138,5/19/2015,Malezas,Químico,picloram
2273,2138,7/1/2015,Malezas,Químico,Paraquat
2273,2138,6/21/2015,Enfermedades,Químico,Carbendazim
2274,2185,3/29/2015,Plagas,Químico,EMAMECTINA BENZOATO
2274,2185,4/15/2015,Plagas,Químico,SPINETORAM
2274,2185,4/25/2015,Plagas,Químico,EMAMECTINA BENZOATO
2274,2185,3/18/2015,Malezas,Químico,Glifosato
2274,2185,3/18/2015,Malezas,Químico,Atrazina
2274,2185,5/11/2015,Malezas,Químico,Glifosato
2275,2186,6/6/2015,Plagas,Químico,Triflumuron
2275,2186,5/20/2015,Malezas,Químico,Glifosato
2275,2186,7/6/2015,Enfermedades,Químico,Benomil
2276,2137,5/15/2015,Plagas,Químico,Cipermetrina
2276,2137,5/23/2015,Plagas,Químico,spinetoram
2276,2137,6/30/2015,Plagas,Químico,emamectina
2276,2137,7/8/2015,Plagas,Químico,emamectina
2276,2137,7/16/2015,Plagas,Químico,emamectina
2276,2137,7/20/2015,Plagas,Químico,emamectina
2276,2137,5/15/2015,Malezas,Químico,Glifosato
2276,2137,8/14/2015,Malezas,Químico,Glifosato
2277,2186,6/3/2015,Plagas,Químico,Triflumuron
2277,2186,6/17/2015,Plagas,Químico,Triflumuron
2277,2186,6/30/2015,Plagas,Químico,Triflumuron
2277,2186,6/15/2015,Malezas,Químico,Paraquat
2278,2136,6/30/2015,Plagas,Químico,emamectina
2278,2136,7/5/2015,Plagas,Químico,emamectina
2278,2136,7/18/2015,Plagas,Químico,Cipermetrina
2278,2136,7/31/2015,Plagas,Químico,Cipermetrina
2278,2136,5/29/2015,Malezas,Químico,glifosato  y amina
2278,2136,7/3/2015,Malezas,Químico,Atrazina
2278,2136,7/23/2015,Malezas,Químico,Paraquat
2279,2187,5/4/2015,Plagas,Químico,EMAMECTINA BENZOATO
2279,2187,5/14/2015,Plagas,Químico,SPINETORAM
2279,2187,5/30/2015,Plagas,Químico,TIAMETOXAN
2279,2187,5/16/2015,Malezas,Químico,Glufosinato de amonio
2279,2187,5/16/2015,Malezas,Químico,Atrazina
2280,2135,6/22/2015,Plagas,Químico,emamectina
2280,2135,7/12/2015,Plagas,Químico,emamectina
2280,2135,5/21/2015,Malezas,Mecanizado,
2280,2135,7/22/2015,Malezas,Mecanizado,
2281,2186,6/6/2015,Plagas,Químico,Triflumuron
2281,2186,6/15/2015,Plagas,Químico,Triflumuron
2281,2186,7/3/2015,Plagas,Químico,Triflumuron
2281,2186,6/16/2015,Malezas,Químico,Paraquat
2282,2134,6/2/2015,Plagas,Químico,emamectina
2282,2134,6/14/2015,Plagas,Químico,proclaim
2282,2134,6/14/2015,Plagas,Químico,teflubenzuron y Thiodicarb
2282,2134,6/19/2015,Plagas,Químico,emamectina
2282,2134,6/19/2015,Plagas,Químico,teflubenzuron y Thiodicarb
2282,2134,6/24/2015,Plagas,Químico,emamectina
2282,2134,6/24/2015,Plagas,Químico,teflubenzuron y Thiodicarb
2282,2134,6/29/2015,Plagas,Químico,emamectina
2282,2134,6/29/2015,Plagas,Químico,teflubenzuron y Thiodicarb
2282,2134,5/23/2015,Malezas,Químico,Glifosato
2282,2134,6/23/2015,Malezas,Químico,Glifosato
2283,2133,5/29/2015,Plagas,Químico,Cipermetrina
2283,2133,6/3/2015,Plagas,Químico,spinetoram
2283,2133,6/27/2015,Malezas,Químico,Glifosato
2283,2133,6/27/2015,Malezas,Químico,Atrazina
2283,2133,7/2/2015,Enfermedades,Químico,Carbendazim
2283,2133,7/22/2015,Enfermedades,Químico,Carbendazim
2284,2132,6/5/2015,Plagas,Químico,spinetoram
2284,2132,6/13/2015,Plagas,Químico,spinetoram
2284,2132,6/29/2015,Plagas,Químico,spinetoram
2284,2132,6/23/2015,Malezas,Químico,Glufosinato de amonio
2284,2132,6/23/2015,Malezas,Químico,Atrazina
2284,2132,6/29/2015,Enfermedades,Químico,Benomil
2285,2188,5/10/2015,Plagas,Químico,METAVIN
2285,2188,5/25/2015,Plagas,Químico,METAVIN
2285,2188,4/27/2015,Malezas,Químico,Metolaclor
2285,2188,4/27/2015,Malezas,Químico,Atrazina
2286,2189,5/17/2015,Plagas,Químico,SPINETORAM
2286,2189,5/27/2015,Plagas,Químico,EMAMECTINA BENZOATO
2286,2189,5/22/2015,Malezas,Químico,Glufosinato de amonio
2286,2189,6/15/2015,Malezas,Químico,Glufosinato de amonio
2287,2190,5/10/2015,Plagas,Químico,EMAMECTINA BENZOATO
2287,2190,5/25/2015,Plagas,Químico,EMAMECTINA BENZOATO
2287,2190,5/14/2015,Malezas,Químico,Glifosato
2287,2190,6/20/2015,Malezas,Químico,Glifosato
2288,2195,4/10/2015,Plagas,Químico,EMAMECTINA BENZOATO
2288,2195,4/25/2015,Malezas,Químico,Glufosinato de amonio
2288,2195,5/28/2015,Malezas,Químico,Glufosinato de amonio
2291,2127,3/21/2015,Malezas,Químico,Glifosato
2291,2127,3/21/2015,Plagas,Químico,Cipermetrina
2291,2127,4/21/2015,Plagas,Químico,Cipermetrina
2291,2127,3/21/2015,Malezas,Químico,Pendimentalina
2291,2127,3/21/2015,Malezas,Químico,Atrazina
2293,2199,6/12/2015,Plagas,Químico,piriproxifen
2293,2199,6/20/2015,Plagas,Químico,piriproxifen
2293,2199,6/28/2015,Plagas,Químico,piriproxifen
2293,2199,7/4/2015,Plagas,Químico,piriproxifen
2293,2199,7/12/2015,Plagas,Químico,piriproxifen
2293,2199,7/17/2015,Plagas,Químico,piriproxifen y spinetoram
2293,2199,5/21/2015,Malezas,Químico,Glifosato
2293,2199,8/22/2015,Malezas,Químico,glifosato y amina
2293,2199,6/28/2015,Enfermedades,Químico,Benomil
2293,2199,7/4/2015,Enfermedades,Químico,Benomil
2294,2198,3/26/2015,Plagas,Químico,BENZOMECTINA+ACETAMIPRID
2294,2198,4/4/2015,Plagas,Químico,BENZOMECTINA
2294,2198,3/16/2015,Malezas,Químico,Glifosato
2294,2198,3/16/2015,Malezas,Químico,Pendimentalina
2294,2198,3/16/2015,Malezas,Químico,Atrazina
2295,2129,3/24/2015,Plagas,Químico,Cipermetrina
2295,2129,4/15/2015,Plagas,Químico,BENZOMECTINA
2295,2129,3/20/2015,Malezas,Químico,Glifosato
2295,2129,3/30/2015,Malezas,Químico,Pendimentalina
2295,2129,4/24/2015,Malezas,Químico,GRAMOXONE 
2296,2211,3/19/2015,Plagas,Químico,CARBOFURAN
2296,2211,4/4/2015,Plagas,Químico,BENZOMECTINA
2296,2211,3/19/2015,Malezas,Químico,Glifosato
2296,2211,3/19/2015,Malezas,Químico,2.4-D
2296,2211,4/4/2015,Malezas,Químico,Nicosulfurón
2297,2212,3/24/2015,Plagas,Químico,Cipermetrina
2297,2212,4/8/2015,Plagas,Químico,EMAMECTINA
2297,2212,3/24/2015,Malezas,Químico,Glifosato
2297,2212,4/4/2015,Malezas,Químico,Pendimentalina
2297,2212,4/4/2015,Malezas,Químico,Atrazina
2298,2202,5/19/2015,Plagas,Químico,Cipermetrina
2299,2212,3/14/2015,Plagas,Químico,Cipermetrina
2299,2212,4/8/2015,Plagas,Químico,EMAMECTINA
2299,2212,3/24/2015,Malezas,Químico,Glifosato
2299,2212,4/4/2015,Malezas,Químico,Pendimentalina
2299,2212,4/4/2015,Malezas,Químico,Atrazina
2303,2217,4/15/2015,Plagas,Químico,BENZOMECTINA
2303,2217,3/28/2015,Malezas,Químico,Glifosato
2303,2217,4/20/2015,Malezas,Químico,Glifosato
2303,2217,4/15/2015,Malezas,Químico,CACHAZA CAÑA
2304,1725,4/15/2015,Plagas,Químico,Lorsban 4E
2304,1725,4/15/2015,Plagas,Químico,IMIDACLOPRID
2304,1725,5/28/2015,Plagas,Químico,EMAMECTINA
2304,1725,4/15/2015,Malezas,Químico,Atrazina
2304,1725,4/15/2015,Malezas,Químico,Glufosinato de amonio
