ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,PH_RASTA,PEDREG_PERFIL_ROCAS,CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm_RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,PROFUND_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL_SUELO_RASTA,prof_efectiva,d_interno,drenaje_externo,Porc_A,Porc_Ar,Porc_ArA,Porc_ArL,Porc_FrL,Porc_L,Porc_F,porc_x,porc_y,Porc_AF,Porc_BLANDO,Porc_DURO,Porc_EXT_DURO,Porc_FRIABLE,Porc_FIRME,Porc_EXT_FIRME,Porc_PLASTICO,Porc_MUY_PLASTICO,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Temp_Max_34_Freq_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Rhum_Avg_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Temp_Max_34_Freq_For,Rain_Accu_For,Rain_10_Freq_For,Rhum_Avg_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Temp_Max_34_Freq_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Rhum_Avg_Mad,RDT_AJUSTADO
4087,Mecanizado,SI,P3966 (Pioneer),Algodon,NO,Manual,NO,4,48,85,65000,8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,6,MUY ROCOSO,NO,-1,-1,SI,18,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,POCO MARCADAS,NO,SI,17,PLANTAS NORMALES,NO,NO,SI,SI,REGULAR,18,LENTO A MUY LENTO,NINGUNO,0,71.67,0,0,0,0,0,28.33,0,0,100,0,0,0,0,0,0,0,32.81,23.66,28.23,9.15,16512.35,0.22,348.3,0.25,83.79,32.34,23.03,27.68,9.31,23801.56,0.1,139,0.09,83.14,31.73,23.63,27.68,8.11,15396.96,0,154.8,0.1,83.28,6197.67
4089,Manual,SI,DK 234,Algodon,NO,Manual,NO,4,47,85,65000,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,29,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,18,PLANTAS NORMALES,NO,NO,SI,SI,REGULAR,29,LENTO A MUY LENTO,NINGUNO,0,46.67,0,0,0,0,0,53.33,0,0,100,0,0,0,0,0,0,0,32.76,23.64,28.2,9.12,16424.63,0.22,330.8,0.22,84.16,32.56,23.17,27.86,9.38,23957.29,0.16,174.9,0.12,83.15,31.7,23.4,27.55,8.3,15239.45,0,138.4,0.08,83.17,5180.23
4090,Mecanizado,SI,DK 234,Algodon,NO,Manual,NO,4,48,81,65000,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,13,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1,PLANTAS NORMALES,NO,NO,SI,SI,REGULAR,13,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,80,20,0,0,100,0,0,0,0,0,0,0,32.85,23.8,28.32,9.05,16403.48,0.28,315.5,0.2,84.08,32.66,23.29,27.98,9.37,23934.27,0.17,212.6,0.16,83.28,31.73,23.21,27.47,8.52,14454.38,0,58.3,0.03,82.94,5720.93
651,Mecanizado,NO,DK 234,Algodon,NO,Manual,NO,5,44,73,60000,8,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,3,2,PLANO O LLANO,PLANO,2,5,SIN ROCAS,NO,-1,-1,SI,50,SI,MASIVA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,45,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,45,LENTO A MUY LENTO,NINGUNO,0,41.43,0,0,58.57,0,0,0,0,0,0,0,0,58.57,41.43,0,0,0,31.88,24.52,28.2,7.36,14549.47,0.08,196.7,0.15,80.7,33.52,24.45,28.98,9.07,22519.3,0.38,313.7,0.12,78.29,32.86,23.69,28.27,9.17,9832.51,0.24,123.4,0.16,79.64,3296.51
1881,Manual,NO,DK 234,Algodon,NO,Manual,NO,5,50,73,60000,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,2,2,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,27,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,35,MUY AFECTADAS,NO,NO,SI,NO,REGULAR,35,LENTO A MUY LENTO,NINGUNO,0,0,0,0,45,55,0,0,0,0,45,55,0,0,0,0,0,0,33.69,23.81,28.75,9.88,14672.54,0.35,227.5,0.2,80.82,33.42,23.76,28.59,9.67,23841.37,0.34,367.2,0.19,85.83,32.45,24.07,28.26,8.38,11688.34,0.03,176.7,0.19,85.27,2418.6
1887,Manual,NO,DK 1596,Algodon,NO,Manual,NO,3,46,79,60000,6,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,29,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40,POCO AFECTADAS,SI,NO,SI,NO,MUY BUENO,40,LENTO A MUY LENTO,NINGUNO,0,0,0,43.33,56.67,0,0,0,0,0,100,0,0,0,0,0,0,0,33.9,23.81,28.86,10.09,15001.74,0.4,182.9,0.18,80.72,33.25,23.74,28.5,9.51,23440.79,0.31,389.2,0.21,86.02,32.37,24.08,28.22,8.29,11722.72,0.03,154.7,0.16,85.57,2604.65
1889,Mecanizado,NO,DK 234,Algodon,NO,Manual,NO,4,50,76,60000,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,PLANO O LLANO,PLANO,2,6.5,SIN ROCAS,NO,-1,-1,SI,26,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,35,POCO AFECTADAS,SI,NO,SI,NO,REGULAR,35,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,60,40,0,0,100,0,0,0,0,0,0,0,34.38,23.86,29.12,10.52,15896.17,0.5,135.3,0.12,80.15,32.87,23.79,28.33,9.09,22756.15,0.22,398.4,0.21,86.57,32.44,24.26,28.35,8.18,12720.79,0.03,207.5,0.24,86.4,1811.63
1891,Mecanizado,NO,DK 234,Algodon,SI,Manual,NO,3,46,81,62000,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,38,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,31,POCO AFECTADAS,NO,NO,SI,NO,REGULAR,38,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,41.67,58.33,0,0,100,0,0,0,0,0,0,0,33.99,23.82,28.9,10.17,15018.07,0.42,182.9,0.18,80.72,33.16,23.74,28.45,9.42,23451.77,0.29,389.2,0.21,86.12,32.48,24.27,28.38,8.22,12825.37,0.03,170.7,0.18,85.99,2232.56
1899,Mecanizado,NO,DK 234,Algodon,NO,Manual,NO,4,46,81,60000,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,71,0,0,4,0,0,24,0,0,0,2,1,PLANO O LLANO,PLANO,2,7,SIN ROCAS,NO,-1,-1,SI,24,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO,40,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,63.33,36.67,0,0,63.33,36.67,0,0,0,0,0,0,34.28,24.89,29.59,9.39,15925.34,0.5,98.2,0.05,78.17,33.74,24.32,29.03,9.42,22363.23,0.43,306.6,0.19,80.89,33.35,24.56,28.96,8.78,12837.2,0.38,85.7,0.09,82.41,2976.74
1934,Manual,SI,PAC 105,Algodon,NO,Manual,NO,4,47,84,55000,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,SI,12,13,SI,35,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,38,MUY AFECTADAS,NO,NO,NO,NO,MUY BUENO,38,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,48.33,51.67,0,0,0,100,0,0,0,0,0,0,33.9,23.81,28.86,10.09,15001.74,0.4,182.9,0.18,80.72,33.25,23.74,28.5,9.51,23440.79,0.31,389.2,0.21,86.02,32.41,24.29,28.35,8.11,14561.82,0.03,216.7,0.21,86.18,1674.42
1940,Mecanizado,NO,DK 234,Algodon,NO,Manual,NO,4,26,101,60000,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,1,2,PLANO O LLANO,PLANO,2,5,SIN ROCAS,SI,5,55,SI,20,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,10,MUY AFECTADAS,NO,NO,NO,SI,BUENO,10,LENTO A MUY LENTO,NINGUNO,0,30,0,0,0,0,0,70,0,0,0,70,30,0,0,0,0,0,34.28,23.9,29.09,10.39,15633.48,0.48,160.3,0.15,80.48,32.99,23.73,28.36,9.25,22941.95,0.26,389.2,0.21,86.37,32.46,24.29,28.38,8.18,13298.07,0.03,216.7,0.24,86.26,2511.63
1968,Mecanizado,NO,Otro,Algodon,NO,Manual,NO,6,45,81,60000,7,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,3,2,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,23,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,27,PLANTAS NORMALES,NO,NO,SI,SI,REGULAR,27,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,65,35,0,0,0,100,0,0,0,0,0,0,33.67,24.65,29.16,9.02,15545.39,0.4,118.3,0.08,79.49,34.09,24.45,29.27,9.64,22560.23,0.5,282.7,0.17,80.06,33.33,24.55,28.94,8.78,13079.6,0.37,88.4,0.09,82.46,3861.63
1983,Mecanizado,NO,PIONEER 30F35,Algodon,SI,Manual,NO,10,40,62,45000,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,78,0,0,23,0,0,60,0,0,0,3,1.5,PLANO O LLANO,PLANO,3,4.5,SIN ROCAS,SI,1,15,SI,21,SI,ATERRONADA,NO,NO,POCO MARCADAS,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,10,MUY AFECTADAS,NO,NO,NO,SI,REGULAR,10,LENTO A MUY LENTO,NINGUNO,0,0,0,0,33.33,66.67,0,0,0,0,0,0,0,35,0,0,31.67,33.33,34.8,25.07,29.93,9.73,15671.54,0.6,61.1,0.05,77.39,33.48,24.24,28.86,9.24,22079.72,0.36,319,0.21,81.65,33.87,24.7,29.28,9.17,5681.8,0.53,17.1,0,81.07,1931.86
2025,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,5,52,75,55000,15,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,138,0,0,0,0,0,0,0,0,0,3,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,26,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,23,POCO AFECTADAS,NO,NO,SI,NO,REGULAR,26,LENTO A MUY LENTO,NINGUNO,0,38.33,0,0,0,0,0,61.67,0,0,0,100,0,0,0,0,0,0,33.9,24.73,29.31,9.17,15001.74,0.4,182.9,0.18,80.72,33.25,24.42,28.84,8.83,23440.79,0.31,389.2,0.21,86.02,32.46,24.58,28.52,7.89,13482.06,0.03,203.7,0.2,86.08,2919.77
2027,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,3,47,81,55000,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,8,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,39,MUY AFECTADAS,NO,NO,SI,NO,ESPACIADO,39,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,0,16.67,83.33,0,100,0,0,0,0,0,0,0,34.51,23.84,29.18,10.67,16208.79,0.52,99.3,0.1,80.08,32.8,23.77,28.29,9.03,22566.14,0.21,403.5,0.21,86.62,32.47,24.43,28.45,8.04,13424.69,0.03,202.4,0.24,86.5,2790.7
2032,Mecanizado,SI,P3966 (Pioneer),Algodon,SI,Manual,NO,3,45,79,60000,12,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,22,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,20,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,22,LENTO A MUY LENTO,NINGUNO,0,38.33,0,0,0,0,0,61.67,0,0,0,100,0,0,0,0,0,0,34.28,24.89,29.59,9.39,15925.34,0.5,98.2,0.05,78.17,33.74,24.32,29.03,9.42,22363.23,0.43,306.6,0.19,80.89,33.41,24.63,29.02,8.79,11203.14,0.4,64.5,0.07,82.53,4651.16
2036,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,5,46,104,55000,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,16,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,42,MUY AFECTADAS,NO,NO,SI,NO,ESPACIADO,42,LENTO A MUY LENTO,NINGUNO,0,0,0,0,23.33,0,0,0,76.67,0,76.67,23.33,0,0,0,0,0,0,34.59,23.88,29.24,10.71,16391.73,0.55,99.3,0.1,79.98,32.77,23.75,28.26,9.02,22569.11,0.19,403.5,0.21,86.72,32.25,24.65,28.45,7.6,21991.62,0.03,321.6,0.21,87.83,2883.72
2040,Mecanizado,SI,DK 234 YGRR,Algodon,SI,Manual,NO,4,46,91,60000,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,2,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,25,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,40,LENTO A MUY LENTO,NINGUNO,0,0,0,0,38.33,0,0,0,61.67,0,100,0,0,0,0,0,0,0,33.49,23.8,28.65,9.7,14490.63,0.32,227.5,0.2,81.1,33.52,23.81,28.67,9.71,23999.98,0.36,351.2,0.17,85.65,32.45,24.31,28.38,8.13,17024.9,0.02,254.7,0.23,86,3579.07
2041,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,4,44,85,55000,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,10,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,26,MUY AFECTADAS,NO,NO,SI,NO,ESPACIADO,26,LENTO A MUY LENTO,NINGUNO,0,41.67,0,0,0,0,58.33,0,0,0,100,0,0,0,0,0,0,0,33.69,23.81,28.75,9.88,14672.54,0.35,227.5,0.2,80.82,33.42,23.76,28.59,9.67,23841.37,0.34,367.2,0.19,85.83,32.43,24.18,28.31,8.25,13723.58,0.03,192.7,0.19,85.77,2383.72
2046,Mecanizado,SI,DK 234 YGRR,Algodon,NO,Manual,NO,4,47,81,55000,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,20,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,31,POCO AFECTADAS,NO,NO,SI,NO,ESPACIADO,31,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,0,30,70,0,100,0,0,0,0,0,0,0,34.51,23.84,29.18,10.67,16208.79,0.52,99.3,0.1,80.08,32.8,23.77,28.29,9.03,22566.14,0.21,403.5,0.21,86.62,32.5,24.49,28.49,8.01,13893.51,0.03,202.4,0.23,86.57,1883.72
2050,Manual,NO,P4082 (Pioneer),Algodon,NO,Manual,NO,3,49,81,55000,10,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,1,2,PLANO O LLANO,PLANO,2,6,SIN ROCAS,SI,15,12,SI,24,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,27,POCO AFECTADAS,NO,NO,SI,NO,BUENO,27,LENTO A MUY LENTO,NINGUNO,0,33.33,0,0,0,0,0,0,66.67,0,0,100,0,0,0,0,0,0,34.83,25.02,29.92,9.81,15882,0.6,62,0.05,77.14,33.5,24.29,28.9,9.2,21864.16,0.36,320.7,0.21,81.9,33.4,24.53,28.96,8.87,13522.13,0.44,153.1,0.08,81.89,2955.81
2052,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,4,47,84,60000,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,12,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,36,MUY AFECTADAS,NO,NO,SI,NO,ESPACIADO,36,LENTO A MUY LENTO,NINGUNO,0,35,0,0,0,0,0,0,65,0,100,0,0,0,0,0,0,0,33.36,23.79,28.57,9.57,14347.75,0.3,234.7,0.2,81.3,33.62,23.8,28.71,9.83,24224.37,0.38,333.7,0.16,85.48,32.43,24.11,28.27,8.32,14415.89,0.03,226.2,0.24,85.69,3051.16
2200,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,4,48,82,55000,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,2,2,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,25,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,23,MUY AFECTADAS,NO,NO,SI,NO,REGULAR,25,LENTO A MUY LENTO,NINGUNO,0,36.67,0,0,0,0,63.33,0,0,0,100,0,0,0,0,0,0,0,34.28,24.89,29.59,9.39,15925.34,0.5,98.2,0.05,78.17,33.74,24.32,29.03,9.42,22363.23,0.43,306.6,0.19,80.89,33.45,24.58,29.02,8.88,14023.91,0.43,85.7,0.08,82.03,3813.95
2201,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,3,50,78,55000,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,SI,19,10,SI,25,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,20,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,20,LENTO A MUY LENTO,NINGUNO,0,46.67,0,0,0,0,0,53.33,0,0,100,0,0,0,0,0,0,0,33.89,24.79,29.34,9.1,15447.88,0.45,118.3,0.08,79.07,33.92,24.34,29.13,9.57,22537.01,0.47,306.6,0.19,80.34,33.44,24.65,29.05,8.79,12800.76,0.41,85.7,0.09,82.62,4238.37
2202,Manual,NO,DK 234 YGRR,Algodon,NO,Manual,NO,4,40,94,60000,9,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,SI,12,10,SI,22,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,23,POCO AFECTADAS,NO,NO,NO,NO,REGULAR,23,LENTO A MUY LENTO,NINGUNO,0,31.67,0,0,0,0,0,68.33,0,0,100,0,0,0,0,0,0,0,33.83,24.73,29.28,9.1,15505.82,0.42,118.3,0.08,79.27,33.99,24.42,29.2,9.57,22471.86,0.48,306.2,0.19,80.25,33.42,24.51,28.97,8.91,15612.41,0.41,86.1,0.07,81.98,3377.91
2203,Mecanizado,NO,DK 234 YGRR,Algodon,SI,Manual,NO,4,46,83,60000,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,1,3,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1,SI,20,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,26,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,26,LENTO A MUY LENTO,LENTO,0,28.33,0,0,0,0,0,71.67,0,0,100,0,0,0,0,0,0,0,34.37,24.89,29.63,9.48,15771.34,0.52,98.2,0.05,77.97,33.68,24.32,29,9.36,22303.83,0.41,317.6,0.21,81.01,33.44,24.54,28.99,8.9,13684.54,0.44,74.7,0.06,82.08,4576.74
2204,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,NO,4,47,82,55000,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,2,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,23,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,32,POCO AFECTADAS,NO,NO,SI,NO,ESPACIADO,32,LENTO A MUY LENTO,NINGUNO,0,36.67,0,0,0,0,0,0,63.33,0,100,0,0,0,0,0,0,0,33.83,24.73,29.28,9.1,15505.82,0.42,118.3,0.08,79.27,33.99,24.42,29.2,9.57,22471.86,0.48,306.2,0.19,80.25,33.42,24.54,28.98,8.88,13699.29,0.39,86.1,0.08,82.36,4238.37
2207,Mecanizado,NO,Otro,Algodon,NO,Manual,NO,0,48,85,55000,9,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,3,1,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,22,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,24,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,24,LENTO A MUY LENTO,NINGUNO,0,31.67,0,0,0,0,0,68.33,0,0,100,0,0,0,0,0,0,0,34.37,24.89,29.63,9.48,15771.34,0.52,98.2,0.05,77.97,33.68,24.32,29,9.36,22303.83,0.41,317.6,0.21,81.01,33.44,24.54,28.99,8.9,13684.54,0.44,74.7,0.06,82.08,5488.37
2213,Manual,NO,Otro,Algodon,NO,Manual,NO,4,46,81,55000,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,115,0,0,0,0,0,0,0,0,0,2,1,PLANO O LLANO,PLANO,2,6.5,SIN ROCAS,NO,-1,-1,SI,20,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,26,POCO AFECTADAS,NO,NO,SI,NO,REGULAR,26,LENTO A MUY LENTO,NINGUNO,0,0,0,0,0,0,68.33,31.67,0,0,100,0,0,0,0,0,0,0,33.83,24.73,29.28,9.1,15505.82,0.42,118.3,0.08,79.27,33.99,24.42,29.2,9.57,22471.86,0.48,306.2,0.19,80.25,33.38,24.54,28.96,8.84,12791.64,0.38,64.9,0.06,82.41,4767.44
2215,Manual,NO,PAC 105,Algodon,NO,Manual,NO,5,44,84,55000,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,1,2,PLANO O LLANO,PLANO,2,6,SIN ROCAS,NO,-1,-1,SI,18,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,27,POCO AFECTADAS,NO,NO,SI,NO,BUENO,27,LENTO A MUY LENTO,NINGUNO,0,21.67,0,0,0,0,78.33,0,0,0,100,0,0,0,0,0,0,0,33.56,24.56,29.06,9,15314.59,0.38,145.1,0.1,79.89,34.19,24.47,29.33,9.72,22685.08,0.52,282.9,0.17,79.87,33.29,24.57,28.93,8.72,13408.23,0.36,88.4,0.08,82.42,2002.33
